unique_id,ds,y,frequency,pandas_frequency,horizon,seasonality
AirPassengers,1949-01-01,112,Monthly,MS,24,12
AirPassengers,1949-02-01,118,Monthly,MS,24,12
AirPassengers,1949-03-01,132,Monthly,MS,24,12
AirPassengers,1949-04-01,129,Monthly,MS,24,12
AirPassengers,1949-05-01,121,Monthly,MS,24,12
AirPassengers,1949-06-01,135,Monthly,MS,24,12
AirPassengers,1949-07-01,148,Monthly,MS,24,12
AirPassengers,1949-08-01,148,Monthly,MS,24,12
AirPassengers,1949-09-01,136,Monthly,MS,24,12
AirPassengers,1949-10-01,119,Monthly,MS,24,12
AirPassengers,1949-11-01,104,Monthly,MS,24,12
AirPassengers,1949-12-01,118,Monthly,MS,24,12
AirPassengers,1950-01-01,115,Monthly,MS,24,12
AirPassengers,1950-02-01,126,Monthly,MS,24,12
AirPassengers,1950-03-01,141,Monthly,MS,24,12
AirPassengers,1950-04-01,135,Monthly,MS,24,12
AirPassengers,1950-05-01,125,Monthly,MS,24,12
AirPassengers,1950-06-01,149,Monthly,MS,24,12
AirPassengers,1950-07-01,170,Monthly,MS,24,12
AirPassengers,1950-08-01,170,Monthly,MS,24,12
AirPassengers,1950-09-01,158,Monthly,MS,24,12
AirPassengers,1950-10-01,133,Monthly,MS,24,12
AirPassengers,1950-11-01,114,Monthly,MS,24,12
AirPassengers,1950-12-01,140,Monthly,MS,24,12
AirPassengers,1951-01-01,145,Monthly,MS,24,12
AirPassengers,1951-02-01,150,Monthly,MS,24,12
AirPassengers,1951-03-01,178,Monthly,MS,24,12
AirPassengers,1951-04-01,163,Monthly,MS,24,12
AirPassengers,1951-05-01,172,Monthly,MS,24,12
AirPassengers,1951-06-01,178,Monthly,MS,24,12
AirPassengers,1951-07-01,199,Monthly,MS,24,12
AirPassengers,1951-08-01,199,Monthly,MS,24,12
AirPassengers,1951-09-01,184,Monthly,MS,24,12
AirPassengers,1951-10-01,162,Monthly,MS,24,12
AirPassengers,1951-11-01,146,Monthly,MS,24,12
AirPassengers,1951-12-01,166,Monthly,MS,24,12
AirPassengers,1952-01-01,171,Monthly,MS,24,12
AirPassengers,1952-02-01,180,Monthly,MS,24,12
AirPassengers,1952-03-01,193,Monthly,MS,24,12
AirPassengers,1952-04-01,181,Monthly,MS,24,12
AirPassengers,1952-05-01,183,Monthly,MS,24,12
AirPassengers,1952-06-01,218,Monthly,MS,24,12
AirPassengers,1952-07-01,230,Monthly,MS,24,12
AirPassengers,1952-08-01,242,Monthly,MS,24,12
AirPassengers,1952-09-01,209,Monthly,MS,24,12
AirPassengers,1952-10-01,191,Monthly,MS,24,12
AirPassengers,1952-11-01,172,Monthly,MS,24,12
AirPassengers,1952-12-01,194,Monthly,MS,24,12
AirPassengers,1953-01-01,196,Monthly,MS,24,12
AirPassengers,1953-02-01,196,Monthly,MS,24,12
AirPassengers,1953-03-01,236,Monthly,MS,24,12
AirPassengers,1953-04-01,235,Monthly,MS,24,12
AirPassengers,1953-05-01,229,Monthly,MS,24,12
AirPassengers,1953-06-01,243,Monthly,MS,24,12
AirPassengers,1953-07-01,264,Monthly,MS,24,12
AirPassengers,1953-08-01,272,Monthly,MS,24,12
AirPassengers,1953-09-01,237,Monthly,MS,24,12
AirPassengers,1953-10-01,211,Monthly,MS,24,12
AirPassengers,1953-11-01,180,Monthly,MS,24,12
AirPassengers,1953-12-01,201,Monthly,MS,24,12
AirPassengers,1954-01-01,204,Monthly,MS,24,12
AirPassengers,1954-02-01,188,Monthly,MS,24,12
AirPassengers,1954-03-01,235,Monthly,MS,24,12
AirPassengers,1954-04-01,227,Monthly,MS,24,12
AirPassengers,1954-05-01,234,Monthly,MS,24,12
AirPassengers,1954-06-01,264,Monthly,MS,24,12
AirPassengers,1954-07-01,302,Monthly,MS,24,12
AirPassengers,1954-08-01,293,Monthly,MS,24,12
AirPassengers,1954-09-01,259,Monthly,MS,24,12
AirPassengers,1954-10-01,229,Monthly,MS,24,12
AirPassengers,1954-11-01,203,Monthly,MS,24,12
AirPassengers,1954-12-01,229,Monthly,MS,24,12
AirPassengers,1955-01-01,242,Monthly,MS,24,12
AirPassengers,1955-02-01,233,Monthly,MS,24,12
AirPassengers,1955-03-01,267,Monthly,MS,24,12
AirPassengers,1955-04-01,269,Monthly,MS,24,12
AirPassengers,1955-05-01,270,Monthly,MS,24,12
AirPassengers,1955-06-01,315,Monthly,MS,24,12
AirPassengers,1955-07-01,364,Monthly,MS,24,12
AirPassengers,1955-08-01,347,Monthly,MS,24,12
AirPassengers,1955-09-01,312,Monthly,MS,24,12
AirPassengers,1955-10-01,274,Monthly,MS,24,12
AirPassengers,1955-11-01,237,Monthly,MS,24,12
AirPassengers,1955-12-01,278,Monthly,MS,24,12
AirPassengers,1956-01-01,284,Monthly,MS,24,12
AirPassengers,1956-02-01,277,Monthly,MS,24,12
AirPassengers,1956-03-01,317,Monthly,MS,24,12
AirPassengers,1956-04-01,313,Monthly,MS,24,12
AirPassengers,1956-05-01,318,Monthly,MS,24,12
AirPassengers,1956-06-01,374,Monthly,MS,24,12
AirPassengers,1956-07-01,413,Monthly,MS,24,12
AirPassengers,1956-08-01,405,Monthly,MS,24,12
AirPassengers,1956-09-01,355,Monthly,MS,24,12
AirPassengers,1956-10-01,306,Monthly,MS,24,12
AirPassengers,1956-11-01,271,Monthly,MS,24,12
AirPassengers,1956-12-01,306,Monthly,MS,24,12
AirPassengers,1957-01-01,315,Monthly,MS,24,12
AirPassengers,1957-02-01,301,Monthly,MS,24,12
AirPassengers,1957-03-01,356,Monthly,MS,24,12
AirPassengers,1957-04-01,348,Monthly,MS,24,12
AirPassengers,1957-05-01,355,Monthly,MS,24,12
AirPassengers,1957-06-01,422,Monthly,MS,24,12
AirPassengers,1957-07-01,465,Monthly,MS,24,12
AirPassengers,1957-08-01,467,Monthly,MS,24,12
AirPassengers,1957-09-01,404,Monthly,MS,24,12
AirPassengers,1957-10-01,347,Monthly,MS,24,12
AirPassengers,1957-11-01,305,Monthly,MS,24,12
AirPassengers,1957-12-01,336,Monthly,MS,24,12
AirPassengers,1958-01-01,340,Monthly,MS,24,12
AirPassengers,1958-02-01,318,Monthly,MS,24,12
AirPassengers,1958-03-01,362,Monthly,MS,24,12
AirPassengers,1958-04-01,348,Monthly,MS,24,12
AirPassengers,1958-05-01,363,Monthly,MS,24,12
AirPassengers,1958-06-01,435,Monthly,MS,24,12
AirPassengers,1958-07-01,491,Monthly,MS,24,12
AirPassengers,1958-08-01,505,Monthly,MS,24,12
AirPassengers,1958-09-01,404,Monthly,MS,24,12
AirPassengers,1958-10-01,359,Monthly,MS,24,12
AirPassengers,1958-11-01,310,Monthly,MS,24,12
AirPassengers,1958-12-01,337,Monthly,MS,24,12
AirPassengers,1959-01-01,360,Monthly,MS,24,12
AirPassengers,1959-02-01,342,Monthly,MS,24,12
AirPassengers,1959-03-01,406,Monthly,MS,24,12
AirPassengers,1959-04-01,396,Monthly,MS,24,12
AirPassengers,1959-05-01,420,Monthly,MS,24,12
AirPassengers,1959-06-01,472,Monthly,MS,24,12
AirPassengers,1959-07-01,548,Monthly,MS,24,12
AirPassengers,1959-08-01,559,Monthly,MS,24,12
AirPassengers,1959-09-01,463,Monthly,MS,24,12
AirPassengers,1959-10-01,407,Monthly,MS,24,12
AirPassengers,1959-11-01,362,Monthly,MS,24,12
AirPassengers,1959-12-01,405,Monthly,MS,24,12
AirPassengers,1960-01-01,417,Monthly,MS,24,12
AirPassengers,1960-02-01,391,Monthly,MS,24,12
AirPassengers,1960-03-01,419,Monthly,MS,24,12
AirPassengers,1960-04-01,461,Monthly,MS,24,12
AirPassengers,1960-05-01,472,Monthly,MS,24,12
AirPassengers,1960-06-01,535,Monthly,MS,24,12
AirPassengers,1960-07-01,622,Monthly,MS,24,12
AirPassengers,1960-08-01,606,Monthly,MS,24,12
AirPassengers,1960-09-01,508,Monthly,MS,24,12
AirPassengers,1960-10-01,461,Monthly,MS,24,12
AirPassengers,1960-11-01,390,Monthly,MS,24,12
AirPassengers,1960-12-01,432,Monthly,MS,24,12
